"loss","learning_rate","epoch","perplexity","steps","samples","model"
1.0833,5e-05,0.32,2.954413045015914,18750,150000,"PolyCoder"
1.1361,5e-05,0.32,3.114597716752668,18800,150400,"PolyCoder"
1.0527,5e-05,0.33,2.8653772016011154,18850,150800,"PolyCoder"
1.1194,5e-05,0.33,3.0630158423344644,18900,151200,"PolyCoder"
1.0823,5e-05,0.33,2.9514601086851417,18950,151600,"PolyCoder"
1.0515,5e-05,0.33,2.8619408112057982,19000,152000,"PolyCoder"
1.0716,5e-05,0.33,2.9200478408537487,19050,152400,"PolyCoder"
1.0761,5e-05,0.33,2.9332176660201426,19100,152800,"PolyCoder"
1.0715,5e-05,0.33,2.9197558506694157,19150,153200,"PolyCoder"
1.0625,5e-05,0.33,2.893595944171761,19200,153600,"PolyCoder"
1.1541,5e-05,0.33,3.171168081545752,19250,154000,"PolyCoder"
1.056,5e-05,0.33,2.874848565521607,19300,154400,"PolyCoder"
1.121,5e-05,0.33,3.0679205904343334,19350,154800,"PolyCoder"
1.1043,5e-05,0.34,3.0171117512158303,19400,155200,"PolyCoder"
1.139,5e-05,0.34,3.1236431596841543,19450,155600,"PolyCoder"
1.1442,5e-05,0.34,3.1399284090668287,19500,156000,"PolyCoder"
1.0508,5e-05,0.34,2.859938153649874,19550,156400,"PolyCoder"
1.1091,5e-05,0.34,3.0316287004272415,19600,156800,"PolyCoder"
1.1011,5e-05,0.34,3.007472424759826,19650,157200,"PolyCoder"
1.1093,5e-05,0.34,3.032235086803943,19700,157600,"PolyCoder"
1.0976,5e-05,0.34,2.9969646705696626,19750,158000,"PolyCoder"
1.1204,5e-05,0.34,3.0660803901953506,19800,158400,"PolyCoder"
1.042,5e-05,0.34,2.8348811105884675,19850,158800,"PolyCoder"
1.1093,5e-05,0.34,3.032235086803943,19900,159200,"PolyCoder"
1.1019,5e-05,0.34,3.009879365347499,19950,159600,"PolyCoder"
1.1199,5e-05,0.35,3.0645477331964326,20000,160000,"PolyCoder"
1.1094,5e-05,0.35,3.0325383254743046,20050,160400,"PolyCoder"
1.1285,5e-05,0.35,3.091016496247433,20100,160800,"PolyCoder"
1.0679,5e-05,0.35,2.909263626941316,20150,161200,"PolyCoder"
1.0613,5e-05,0.35,2.8901257115947288,20200,161600,"PolyCoder"
1.0978,5e-05,0.35,2.997564123447067,20250,162000,"PolyCoder"
1.0785,5e-05,0.35,2.9402658428476593,20300,162400,"PolyCoder"
1.0944,5e-05,0.35,2.987389711728616,20350,162800,"PolyCoder"
1.0547,5e-05,0.35,2.8711136905811347,20400,163200,"PolyCoder"
1.0756,5e-05,0.35,2.9317514237782394,20450,163600,"PolyCoder"
1.0704,5e-05,0.35,2.916545885038448,20500,164000,"PolyCoder"
1.0903,5e-05,0.36,2.9751664886405527,20550,164400,"PolyCoder"
1.0845,5e-05,0.36,2.957960468698452,20600,164800,"PolyCoder"
1.0748,5e-05,0.36,2.9294069605495463,20650,165200,"PolyCoder"
1.0812,5e-05,0.36,2.9482152875444014,20700,165600,"PolyCoder"
1.0802,5e-05,0.36,2.9452685458732546,20750,166000,"PolyCoder"
1.0395,5e-05,0.36,2.827802759437576,20800,166400,"PolyCoder"
1.1718,5e-05,0.36,3.2277974480391123,20850,166800,"PolyCoder"
1.0884,5e-05,0.36,2.9695190390881514,20900,167200,"PolyCoder"
1.0717,5e-05,0.36,2.92033986023856,20950,167600,"PolyCoder"
1.0656,5e-05,0.36,2.902580009705533,21000,168000,"PolyCoder"
1.0484,5e-05,0.36,2.853082532117651,21050,168400,"PolyCoder"
1.1274,5e-05,0.36,3.087618247481039,21100,168800,"PolyCoder"
1.1466,5e-05,0.37,3.147473287481145,21150,169200,"PolyCoder"
1.0585,5e-05,0.37,2.882044678328444,21200,169600,"PolyCoder"
1.0829,5e-05,0.37,2.9532315161194407,21250,170000,"PolyCoder"
1.0212,5e-05,0.37,2.7765245951802053,21300,170400,"PolyCoder"
1.0687,5e-05,0.37,2.911591969055536,21350,170800,"PolyCoder"
1.0458,5e-05,0.37,2.8456741526009033,21400,171200,"PolyCoder"
1.1402,5e-05,0.37,3.12739378139873,21450,171600,"PolyCoder"
1.0723,5e-05,0.37,2.922092589921026,21500,172000,"PolyCoder"
1.0629,5e-05,0.37,2.894753614067973,21550,172400,"PolyCoder"
1.0778,5e-05,0.37,2.938208376954742,21600,172800,"PolyCoder"
1.0631,5e-05,0.37,2.8953326226897187,21650,173200,"PolyCoder"
1.1027,5e-05,0.37,3.012288232258068,21700,173600,"PolyCoder"
1.1065,5e-05,0.38,3.023756703836257,21750,174000,"PolyCoder"
1.0652,5e-05,0.38,2.9014192098770932,21800,174400,"PolyCoder"
1.0797,5e-05,0.38,2.9437962796975343,21850,174800,"PolyCoder"
1.0479,5e-05,0.38,2.8516563474274768,21900,175200,"PolyCoder"
1.0872,5e-05,0.38,2.9659577534399886,21950,175600,"PolyCoder"
1.1037,5e-05,0.38,3.0153020271366158,22000,176000,"PolyCoder"
1.0762,5e-05,0.38,2.9335110024533217,22050,176400,"PolyCoder"
1.0241,5e-05,0.38,2.784588203086447,22100,176800,"PolyCoder"
1.0372,5e-05,0.38,2.821306286898151,22150,177200,"PolyCoder"
1.097,5e-05,0.38,2.9951670311130876,22200,177600,"PolyCoder"
1.1036,5e-05,0.38,3.0150005120099097,22250,178000,"PolyCoder"
1.0915,5e-05,0.39,2.978738831403898,22300,178400,"PolyCoder"
1.0411,5e-05,0.39,2.8323308653714268,22350,178800,"PolyCoder"
1.0129,5e-05,0.39,2.75357481438124,22400,179200,"PolyCoder"
1.0601,5e-05,0.39,2.886659640799221,22450,179600,"PolyCoder"
1.0657,5e-05,0.39,2.9028702822198875,22500,180000,"PolyCoder"
0.9889,5e-05,0.39,2.6882757420296923,22550,180400,"PolyCoder"
1.0049,5e-05,0.39,2.7316340957577254,22600,180800,"PolyCoder"
1.0738,5e-05,0.39,2.926479017804365,22650,181200,"PolyCoder"
1.0485,5e-05,0.39,2.8533678546367507,22700,181600,"PolyCoder"
1.0905,5e-05,0.39,2.975761581445578,22750,182000,"PolyCoder"
1.0772,5e-05,0.39,2.936445980700317,22800,182400,"PolyCoder"
1.077,5e-05,0.39,2.935858750229181,22850,182800,"PolyCoder"
1.0722,5e-05,0.4,2.92180039527201,22900,183200,"PolyCoder"
1.1059,5e-05,0.4,3.021942993981323,22950,183600,"PolyCoder"
1.0291,5e-05,0.4,2.7985460095392596,23000,184000,"PolyCoder"
1.1052,5e-05,0.4,3.0198283740888447,23050,184400,"PolyCoder"
1.0467,5e-05,0.4,2.848236412182103,23100,184800,"PolyCoder"
1.0461,5e-05,0.4,2.846527982914827,23150,185200,"PolyCoder"
1.0543,5e-05,0.4,2.8699654747633754,23200,185600,"PolyCoder"
1.0924,5e-05,0.4,2.9814209031033867,23250,186000,"PolyCoder"
1.0247,5e-05,0.4,2.7862594573344355,23300,186400,"PolyCoder"
1.0349,5e-05,0.4,2.814824739075563,23350,186800,"PolyCoder"
1.0845,5e-05,0.4,2.957960468698452,23400,187200,"PolyCoder"
1.049,5e-05,0.41,2.8547948952945035,23450,187600,"PolyCoder"
1.0602,5e-05,0.41,2.8869483211970803,23500,188000,"PolyCoder"
1.0073,5e-05,0.41,2.738197890991203,23550,188400,"PolyCoder"
1.0498,5e-05,0.41,2.857079644988764,23600,188800,"PolyCoder"
1.022,5e-05,0.41,2.7787467035811972,23650,189200,"PolyCoder"
1.0678,5e-05,0.41,2.908972715124455,23700,189600,"PolyCoder"
1.0468,5e-05,0.41,2.848521250064978,23750,190000,"PolyCoder"
1.0191,5e-05,0.41,2.7707000114837417,23800,190400,"PolyCoder"
1.0517,5e-05,0.41,2.8625132566106717,23850,190800,"PolyCoder"
1.0423,5e-05,0.41,2.8357317025040523,23900,191200,"PolyCoder"
1.0809,5e-05,0.41,2.94733095561456,23950,191600,"PolyCoder"
0.9871,5e-05,0.41,2.6834411980889126,24000,192000,"PolyCoder"
1.003,5e-05,0.42,2.726448918454098,24050,192400,"PolyCoder"
1.0512,5e-05,0.42,2.861082357736895,24100,192800,"PolyCoder"
1.0114,5e-05,0.42,2.7494475483830296,24150,193200,"PolyCoder"
1.029,5e-05,0.42,2.7982661689305695,24200,193600,"PolyCoder"
0.979,5e-05,0.42,2.6617931174716434,24250,194000,"PolyCoder"
1.1205,5e-05,0.42,3.0663870135652833,24300,194400,"PolyCoder"
1.0363,5e-05,0.42,2.8187682535262772,24350,194800,"PolyCoder"
1.0461,5e-05,0.42,2.846527982914827,24400,195200,"PolyCoder"
1.0516,5e-05,0.42,2.8622270195971,24450,195600,"PolyCoder"
1.037,5e-05,0.42,2.8207420820631355,24500,196000,"PolyCoder"
0.9997,5e-05,0.42,2.7174664662209587,24550,196400,"PolyCoder"
1.0467,5e-05,0.43,2.848236412182103,24600,196800,"PolyCoder"
1.0451,5e-05,0.43,2.8436828777216006,24650,197200,"PolyCoder"
1.0083,5e-05,0.43,2.74093745843762,24700,197600,"PolyCoder"
1.0369,5e-05,0.43,2.8204600219581697,24750,198000,"PolyCoder"
0.9806,5e-05,0.43,2.6660553953726334,24800,198400,"PolyCoder"
1.1082,5e-05,0.43,3.028901462038221,24850,198800,"PolyCoder"
1.0572,5e-05,0.43,2.878300454519404,24900,199200,"PolyCoder"
1.0355,5e-05,0.43,2.816514140688811,24950,199600,"PolyCoder"
1.0032,5e-05,0.43,2.726994262770403,25000,200000,"PolyCoder"
1.0409,5e-05,0.43,2.831764455841194,25050,200400,"PolyCoder"
1.0065,5e-05,0.43,2.736008208668122,25100,200800,"PolyCoder"
1.0338,5e-05,0.43,2.8117301342072976,25150,201200,"PolyCoder"
1.0201,5e-05,0.44,2.7734720973071303,25200,201600,"PolyCoder"
1.0365,5e-05,0.44,2.8193320635561063,25250,202000,"PolyCoder"
0.9942,5e-05,0.44,2.7025614270874607,25300,202400,"PolyCoder"
1.0448,5e-05,0.44,2.842829900811218,25350,202800,"PolyCoder"
1.0751,5e-05,0.44,2.9302859144742075,25400,203200,"PolyCoder"
1.0659,5e-05,0.44,2.9034509143376077,25450,203600,"PolyCoder"
1.1012,5e-05,0.44,3.0077731870401654,25500,204000,"PolyCoder"
1.0046,5e-05,0.44,2.730814728440241,25550,204400,"PolyCoder"
1.0392,5e-05,0.44,2.826954545848144,25600,204800,"PolyCoder"
1.0044,5e-05,0.44,2.7302686201072066,25650,205200,"PolyCoder"
0.9754,5e-05,0.44,2.6522278899886587,25700,205600,"PolyCoder"
0.9729,5e-05,0.44,2.645605601573314,25750,206000,"PolyCoder"
1.0263,5e-05,0.45,2.790721040781124,25800,206400,"PolyCoder"
1.0488,5e-05,0.45,2.8542239934075364,25850,206800,"PolyCoder"
1.0204,5e-05,0.45,2.7743042637550483,25900,207200,"PolyCoder"
1.0185,5e-05,0.45,2.7690380901031237,25950,207600,"PolyCoder"
0.9374,5e-05,0.45,2.5533341118846424,26000,208000,"PolyCoder"
1.0083,5e-05,0.45,2.74093745843762,26050,208400,"PolyCoder"
1.0072,5e-05,0.45,2.737924084892637,26100,208800,"PolyCoder"
0.9798,5e-05,0.45,2.6639234039666038,26150,209200,"PolyCoder"
0.9994,5e-05,0.45,2.7166513485548553,26200,209600,"PolyCoder"
0.9733,5e-05,0.45,2.6466640554906147,26250,210000,"PolyCoder"
0.9847,5e-05,0.45,2.677008661345209,26300,210400,"PolyCoder"
0.993,5e-05,0.46,2.699320298441079,26350,210800,"PolyCoder"
1.048,5e-05,0.46,2.8519415273209767,26400,211200,"PolyCoder"
1.0241,5e-05,0.46,2.784588203086447,26450,211600,"PolyCoder"
1.0139,5e-05,0.46,2.7563297664420725,26500,212000,"PolyCoder"
0.9876,5e-05,0.46,2.684783254174019,26550,212400,"PolyCoder"
1.0494,5e-05,0.46,2.8559370416666674,26600,212800,"PolyCoder"
1.0282,5e-05,0.46,2.796028451201862,26650,213200,"PolyCoder"
1.0433,5e-05,0.46,2.8385688525451473,26700,213600,"PolyCoder"
0.9773,5e-05,0.46,2.6572719132843576,26750,214000,"PolyCoder"
1.0741,5e-05,0.46,2.927357093214432,26800,214400,"PolyCoder"
0.9794,5e-05,0.46,2.6628580476904773,26850,214800,"PolyCoder"
1.0053,5e-05,0.46,2.7327269679558968,26900,215200,"PolyCoder"
0.9946,5e-05,0.47,2.70364266789204,26950,215600,"PolyCoder"
0.9852,5e-05,0.47,2.678347500357742,27000,216000,"PolyCoder"
1.0381,5e-05,0.47,2.8238466055282716,27050,216400,"PolyCoder"
1.0052,5e-05,0.47,2.732453708922281,27100,216800,"PolyCoder"
0.9549,5e-05,0.47,2.5984107288541494,27150,217200,"PolyCoder"
0.9652,5e-05,0.47,2.625312666505123,27200,217600,"PolyCoder"
0.9789,5e-05,0.47,2.6615269514684186,27250,218000,"PolyCoder"
1.0054,5e-05,0.47,2.733000254316783,27300,218400,"PolyCoder"
1.0115,5e-05,0.47,2.749722506885564,27350,218800,"PolyCoder"
0.9735,5e-05,0.47,2.6471934412385227,27400,219200,"PolyCoder"
0.9882,5e-05,0.47,2.6863946074841754,27450,219600,"PolyCoder"
1.0436,5e-05,0.48,2.839420550949284,27500,220000,"PolyCoder"
1.0057,5e-05,0.48,2.7338202773903886,27550,220400,"PolyCoder"
1.03,5e-05,0.48,2.801065834699079,27600,220800,"PolyCoder"
0.974,5e-05,0.48,2.648517368913479,27650,221200,"PolyCoder"
1.0063,5e-05,0.48,2.735461061742905,27700,221600,"PolyCoder"
1.0037,5e-05,0.48,2.7283581008328905,27750,222000,"PolyCoder"
0.9688,5e-05,0.48,2.634780824563438,27800,222400,"PolyCoder"
0.9975,5e-05,0.48,2.711494611444175,27850,222800,"PolyCoder"
0.986,5e-05,0.48,2.6804910356578264,27900,223200,"PolyCoder"
0.9874,5e-05,0.48,2.6842463512152697,27950,223600,"PolyCoder"
1.0197,5e-05,0.48,2.772362930316395,28000,224000,"PolyCoder"
1.0395,5e-05,0.48,2.827802759437576,28050,224400,"PolyCoder"
0.9872,5e-05,0.49,2.6837095556263746,28100,224800,"PolyCoder"
1.0075,5e-05,0.49,2.73874558533701,28150,225200,"PolyCoder"
1.0044,5e-05,0.49,2.7302686201072066,28200,225600,"PolyCoder"
1.0233,5e-05,0.49,2.7823614233546325,28250,226000,"PolyCoder"
0.9675,5e-05,0.49,2.631357834916847,28300,226400,"PolyCoder"
1.0192,5e-05,0.49,2.7709770953388526,28350,226800,"PolyCoder"
0.9796,5e-05,0.49,2.663390672560727,28400,227200,"PolyCoder"
1.0089,5e-05,0.49,2.7425825143801132,28450,227600,"PolyCoder"
1.0452,5e-05,0.49,2.843967260228261,28500,228000,"PolyCoder"
0.9731,5e-05,0.49,2.6461347756092684,28550,228400,"PolyCoder"
1.0281,5e-05,0.49,2.795748862336418,28600,228800,"PolyCoder"
0.9932,5e-05,0.5,2.6998602164907726,28650,229200,"PolyCoder"
1.0121,5e-05,0.5,2.751372835438751,28700,229600,"PolyCoder"
0.9849,5e-05,0.5,2.677544116621221,28750,230000,"PolyCoder"
0.9618,5e-05,0.5,2.616401760563278,28800,230400,"PolyCoder"
0.9645,5e-05,0.5,2.623475590690119,28850,230800,"PolyCoder"
0.9758,5e-05,0.5,2.6532889933511785,28900,231200,"PolyCoder"
1.014,5e-05,0.5,2.756605413200825,28950,231600,"PolyCoder"
0.976,5e-05,0.5,2.6538197042191665,29000,232000,"PolyCoder"
0.9889,5e-05,0.5,2.6882757420296923,29050,232400,"PolyCoder"
0.9719,5e-05,0.5,2.6429613183337177,29100,232800,"PolyCoder"
0.9271,5e-05,0.5,2.5271697483189626,29150,233200,"PolyCoder"
1.0046,5e-05,0.5,2.730814728440241,29200,233600,"PolyCoder"
1.0106,5e-05,0.51,2.7472488699329656,29250,234000,"PolyCoder"
0.9343,5e-05,0.51,2.5454310322402973,29300,234400,"PolyCoder"
0.9653,5e-05,0.51,2.625575210898775,29350,234800,"PolyCoder"
0.9845,5e-05,0.51,2.676473313149544,29400,235200,"PolyCoder"
0.969,5e-05,0.51,2.6353078334274804,29450,235600,"PolyCoder"
1.0483,5e-05,0.51,2.852797238129376,29500,236000,"PolyCoder"
0.977,5e-05,0.51,2.6564748512756515,29550,236400,"PolyCoder"
0.9866,5e-05,0.51,2.68209981286412,29600,236800,"PolyCoder"
0.9932,5e-05,0.51,2.6998602164907726,29650,237200,"PolyCoder"
0.9291,5e-05,0.51,2.532229145526342,29700,237600,"PolyCoder"
1.0013,5e-05,0.51,2.721817892779855,29750,238000,"PolyCoder"
0.9667,5e-05,0.51,2.629253590458923,29800,238400,"PolyCoder"
0.9982,5e-05,0.52,2.7133933221433995,29850,238800,"PolyCoder"
1.0133,5e-05,0.52,2.7546764646223525,29900,239200,"PolyCoder"
0.9241,5e-05,0.52,2.519599599974133,29950,239600,"PolyCoder"
0.9425,5e-05,0.52,2.566389378487814,30000,240000,"PolyCoder"
0.9808,5e-05,0.52,2.6665886597763704,30050,240400,"PolyCoder"
0.99,5e-05,0.52,2.691234472349262,30100,240800,"PolyCoder"
0.9849,5e-05,0.52,2.677544116621221,30150,241200,"PolyCoder"
0.9817,5e-05,0.52,2.66898966986264,30200,241600,"PolyCoder"
0.9633,5e-05,0.52,2.620329308128382,30250,242000,"PolyCoder"
0.9724,5e-05,0.52,2.644283129418118,30300,242400,"PolyCoder"
0.9501,5e-05,0.52,2.5859682432107567,30350,242800,"PolyCoder"
0.9762,5e-05,0.53,2.6543505212399428,30400,243200,"PolyCoder"
0.9935,5e-05,0.53,2.70067029606158,30450,243600,"PolyCoder"
0.9533,5e-05,0.53,2.594256595880577,30500,244000,"PolyCoder"
1.0086,5e-05,0.53,2.741759863029672,30550,244400,"PolyCoder"
1.0084,5e-05,0.53,2.741211565888608,30600,244800,"PolyCoder"
0.9379,5e-05,0.53,2.5546110981605494,30650,245200,"PolyCoder"
0.9799,5e-05,0.53,2.6641898096270613,30700,245600,"PolyCoder"
0.9512,5e-05,0.53,2.588814373362888,30750,246000,"PolyCoder"
0.9692,5e-05,0.53,2.6358349477038363,30800,246400,"PolyCoder"
0.948,5e-05,0.53,2.580543407970643,30850,246800,"PolyCoder"
0.9854,5e-05,0.53,2.6788832234283353,30900,247200,"PolyCoder"
0.9514,5e-05,0.53,2.5893321880172997,30950,247600,"PolyCoder"
0.9776,5e-05,0.54,2.6580692144475377,31000,248000,"PolyCoder"
0.9358,5e-05,0.54,2.549252043830911,31050,248400,"PolyCoder"
0.9068,5e-05,0.54,2.47638540745249,31100,248800,"PolyCoder"
0.9948,5e-05,0.54,2.704183450502077,31150,249200,"PolyCoder"
0.9237,5e-05,0.54,2.5185919616752384,31200,249600,"PolyCoder"
0.9568,5e-05,0.54,2.603352402342166,31250,250000,"PolyCoder"
0.9625,5e-05,0.54,2.618233882963701,31300,250400,"PolyCoder"
0.9494,5e-05,0.54,2.5841586988549237,31350,250800,"PolyCoder"
1.0022,5e-05,0.54,2.7242686315503786,31400,251200,"PolyCoder"
0.987,5e-05,0.54,2.6831728673858626,31450,251600,"PolyCoder"
0.9045,5e-05,0.54,2.470696266035941,31500,252000,"PolyCoder"
0.9133,5e-05,0.55,2.4925343397733144,31550,252400,"PolyCoder"
0.9459,5e-05,0.55,2.575129952931141,31600,252800,"PolyCoder"
0.9813,5e-05,0.55,2.667922287485402,31650,253200,"PolyCoder"
0.9739,5e-05,0.55,2.6482525304187328,31700,253600,"PolyCoder"
0.9296,5e-05,0.55,2.53349557668051,31750,254000,"PolyCoder"
0.9796,5e-05,0.55,2.663390672560727,31800,254400,"PolyCoder"
1.0185,5e-05,0.55,2.7690380901031237,31850,254800,"PolyCoder"
0.9738,5e-05,0.55,2.647987718406512,31900,255200,"PolyCoder"
0.9668,5e-05,0.55,2.629516528964675,31950,255600,"PolyCoder"
0.9364,5e-05,0.55,2.5507820540143644,32000,256000,"PolyCoder"
0.9395,5e-05,0.55,2.558701747564458,32050,256400,"PolyCoder"
0.9797,5e-05,0.55,2.66365702494538,32100,256800,"PolyCoder"
0.9728,5e-05,0.56,2.645341054240744,32150,257200,"PolyCoder"
0.9066,5e-05,0.56,2.475890179895406,32200,257600,"PolyCoder"
0.9149,5e-05,0.56,2.4965255868631577,32250,258000,"PolyCoder"
0.9686,5e-05,0.56,2.6342539210906293,32300,258400,"PolyCoder"
0.9705,5e-05,0.56,2.639263761381851,32350,258800,"PolyCoder"
0.9371,5e-05,0.56,2.552568226539623,32400,259200,"PolyCoder"
0.9318,5e-05,0.56,2.5390754025070863,32450,259600,"PolyCoder"
0.9475,5e-05,0.56,2.5792534587808293,32500,260000,"PolyCoder"
0.9959,5e-05,0.56,2.7071596889286598,32550,260400,"PolyCoder"
0.9529,5e-05,0.56,2.593219100755083,32600,260800,"PolyCoder"
0.9441,5e-05,0.56,2.5704988882244884,32650,261200,"PolyCoder"
0.9737,5e-05,0.57,2.647722932874169,32700,261600,"PolyCoder"
0.9956,5e-05,0.57,2.7063476628319862,32750,262000,"PolyCoder"
0.9207,5e-05,0.57,2.5110475081288715,32800,262400,"PolyCoder"
0.9821,5e-05,0.57,2.6700574792782303,32850,262800,"PolyCoder"
0.9222,5e-05,0.57,2.5148169057325056,32900,263200,"PolyCoder"
0.8723,5e-05,0.57,2.392407066709632,32950,263600,"PolyCoder"
0.9189,5e-05,0.57,2.5065316880715627,33000,264000,"PolyCoder"
1.009,5e-05,0.57,2.742856786344921,33050,264400,"PolyCoder"
0.9582,5e-05,0.57,2.6069996481818163,33100,264800,"PolyCoder"
0.9944,5e-05,0.57,2.7031019934277105,33150,265200,"PolyCoder"
0.923,5e-05,0.57,2.516829564213142,33200,265600,"PolyCoder"
0.9651,5e-05,0.57,2.6250501483645983,33250,266000,"PolyCoder"
0.9726,5e-05,0.58,2.64481203893319,33300,266400,"PolyCoder"
0.9686,5e-05,0.58,2.6342539210906293,33350,266800,"PolyCoder"
0.9962,5e-05,0.58,2.7079719586697077,33400,267200,"PolyCoder"
0.9706,5e-05,0.58,2.639527700954748,33450,267600,"PolyCoder"
0.9565,5e-05,0.58,2.602571513760607,33500,268000,"PolyCoder"
0.9635,5e-05,0.58,2.6208534264000876,33550,268400,"PolyCoder"
0.9487,5e-05,0.58,2.582350420736905,33600,268800,"PolyCoder"
0.9517,5e-05,0.58,2.590109104205306,33650,269200,"PolyCoder"
0.9597,5e-05,0.58,2.6109130819956805,33700,269600,"PolyCoder"
0.9383,5e-05,0.58,2.555633146995954,33750,270000,"PolyCoder"
0.9206,5e-05,0.58,2.5107964159328775,33800,270400,"PolyCoder"
0.977,5e-05,0.58,2.6564748512756515,33850,270800,"PolyCoder"
0.9658,5e-05,0.59,2.626888326755832,33900,271200,"PolyCoder"
0.9121,5e-05,0.59,2.4895450924726767,33950,271600,"PolyCoder"
0.9771,5e-05,0.59,2.656740512043596,34000,272000,"PolyCoder"
1.0194,5e-05,0.59,2.771531346181157,34050,272400,"PolyCoder"
0.934,5e-05,0.59,2.544667517463568,34100,272800,"PolyCoder"
0.9339,5e-05,0.59,2.544413063434735,34150,273200,"PolyCoder"
0.9632,5e-05,0.59,2.6200672882987783,34200,273600,"PolyCoder"
0.9583,5e-05,0.59,2.607260361182067,34250,274000,"PolyCoder"
0.9479,5e-05,0.59,2.580285366532133,34300,274400,"PolyCoder"
0.9444,5e-05,0.59,2.571270153574974,34350,274800,"PolyCoder"
0.9321,5e-05,0.59,2.5398372393976585,34400,275200,"PolyCoder"
0.9164,5e-05,0.6,2.50027318523956,34450,275600,"PolyCoder"
0.8792,5e-05,0.6,2.4089717579342933,34500,276000,"PolyCoder"
0.9415,5e-05,0.6,2.5638242718763906,34550,276400,"PolyCoder"
0.9042,5e-05,0.6,2.469955168326345,34600,276800,"PolyCoder"
1.0073,5e-05,0.6,2.738197890991203,34650,277200,"PolyCoder"
0.946,5e-05,0.6,2.575387478802513,34700,277600,"PolyCoder"
0.8593,5e-05,0.6,2.3615070600595005,34750,278000,"PolyCoder"
0.9742,5e-05,0.6,2.6490471253611405,34800,278400,"PolyCoder"
0.9125,5e-05,0.6,2.490541109699831,34850,278800,"PolyCoder"
0.9234,5e-05,0.6,2.5178364974120413,34900,279200,"PolyCoder"
0.9283,5e-05,0.6,2.530204172307207,34950,279600,"PolyCoder"
0.8907,5e-05,0.6,2.436834838791775,35000,280000,"PolyCoder"
0.9202,5e-05,0.61,2.509792298203439,35050,280400,"PolyCoder"
0.9151,5e-05,0.61,2.497024941914371,35100,280800,"PolyCoder"
0.9323,5e-05,0.61,2.5403452576456695,35150,281200,"PolyCoder"
0.9196,5e-05,0.61,2.508286874496791,35200,281600,"PolyCoder"
0.9386,5e-05,0.61,2.5563999519550453,35250,282000,"PolyCoder"
0.955,5e-05,0.61,2.598670582919522,35300,282400,"PolyCoder"
0.9189,5e-05,0.61,2.5065316880715627,35350,282800,"PolyCoder"
0.9616,5e-05,0.61,2.6158785325357123,35400,283200,"PolyCoder"
0.9049,5e-05,0.61,2.4716847422244137,35450,283600,"PolyCoder"
0.9443,5e-05,0.61,2.5710130394155386,35500,284000,"PolyCoder"
0.9955,5e-05,0.61,2.7060770415969904,35550,284400,"PolyCoder"
0.8919,5e-05,0.62,2.4397607958214276,35600,284800,"PolyCoder"
0.9372,5e-05,0.62,2.5528234961255434,35650,285200,"PolyCoder"
0.9454,5e-05,0.62,2.573842709792278,35700,285600,"PolyCoder"
0.9238,5e-05,0.62,2.518843833464785,35750,286000,"PolyCoder"
0.9366,5e-05,0.62,2.5512922614442095,35800,286400,"PolyCoder"
0.9242,5e-05,0.62,2.5198515725325485,35850,286800,"PolyCoder"
0.9183,5e-05,0.62,2.505028220144202,35900,287200,"PolyCoder"
0.9823,5e-05,0.62,2.6705915441787957,35950,287600,"PolyCoder"
0.9391,5e-05,0.62,2.557678471534282,36000,288000,"PolyCoder"
0.9309,5e-05,0.62,2.5367912626619398,36050,288400,"PolyCoder"
0.8899,5e-05,0.62,2.434886150499988,36100,288800,"PolyCoder"
0.9631,5e-05,0.62,2.6198052946698485,36150,289200,"PolyCoder"
0.9047,5e-05,0.63,2.471190454706368,36200,289600,"PolyCoder"
0.8676,5e-05,0.63,2.381189136282932,36250,290000,"PolyCoder"
0.9517,5e-05,0.63,2.590109104205306,36300,290400,"PolyCoder"
0.9111,5e-05,0.63,2.48705679173793,36350,290800,"PolyCoder"
0.9503,5e-05,0.63,2.586485488582212,36400,291200,"PolyCoder"
0.8932,5e-05,0.63,2.4429345473475177,36450,291600,"PolyCoder"
0.8987,5e-05,0.63,2.4564077045767427,36500,292000,"PolyCoder"
0.9059,5e-05,0.63,2.47415766322106,36550,292400,"PolyCoder"
0.9576,5e-05,0.63,2.6054359175590056,36600,292800,"PolyCoder"
0.957,5e-05,0.63,2.6038731248931537,36650,293200,"PolyCoder"
0.9358,5e-05,0.63,2.549252043830911,36700,293600,"PolyCoder"
0.9772,5e-05,0.64,2.6570061993789458,36750,294000,"PolyCoder"
0.9411,5e-05,0.64,2.5627989472462374,36800,294400,"PolyCoder"
0.93,5e-05,0.64,2.534509177617855,36850,294800,"PolyCoder"
0.9085,5e-05,0.64,2.480598843050682,36900,295200,"PolyCoder"
0.9002,5e-05,0.64,2.460095080974523,36950,295600,"PolyCoder"
1.0183,5e-05,0.64,2.768484337862173,37000,296000,"PolyCoder"
0.9698,5e-05,0.64,2.637416923217654,37050,296400,"PolyCoder"
0.8725,5e-05,0.64,2.392885595974305,37100,296800,"PolyCoder"
0.9345,5e-05,0.64,2.54594016935876,37150,297200,"PolyCoder"
0.9911,5e-05,0.64,2.694196459062872,37200,297600,"PolyCoder"
0.8812,5e-05,0.64,2.4137945226072466,37250,298000,"PolyCoder"
0.9043,5e-05,0.64,2.4702021761933652,37300,298400,"PolyCoder"
0.92,5e-05,0.65,2.509290389936298,37350,298800,"PolyCoder"
